Length.spi Length.bod scLength.spi scLength.bod treat_dev measurer.spi measurer.bod animal cultureFac blockFac Dam Sire cross
0.13392 0.16166 13.392 16.166 N 0.5 0.5 N2.2_N1.31 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13742 0.15719 13.742 15.719 N 0.5 0.5 N2.2_N1.32 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13104 0.15656 13.104 15.656 N 0.5 0.5 N2.2_N1.33 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13247 0.12177 13.247 12.177 N 0.5 0.5 N2.2_N1.34 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.14017 0.16105 14.017 16.105 N 0.5 0.5 N2.2_N1.35 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.11658 0.14248 11.658 14.248 N 0.5 0.5 N2.2_N1.4 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13437 0.16215 13.437 16.215 N 0.5 0.5 N2.2_N1.5 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.12489 0.14374 12.489 14.374 N 0.5 0.5 N2.2_N1.6 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13063 0.14953 13.063 14.953 N 0.5 0.5 N2.2_N1.7 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.14015 0.15058 14.015 15.058 N 0.5 0.5 N2.2_N1.8 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.12757 0.15192 12.757 15.192 N 0.5 0.5 N2.2_N1.9 N2.2_N1 1 dam_N2 sire_N2 N2N2
0.13353 0.1588 13.353 15.88 N 0.5 0.5 N2.2_N2.1 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.12639 0.15306 12.639 15.306 N 0.5 0.5 N2.2_N2.10 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.12522 0.15602 12.522 15.602 N 0.5 0.5 N2.2_N2.11 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.1445 0.16949 14.45 16.949 N 0.5 0.5 N2.2_N2.12 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.11481 0.14539 11.481 14.539 N 0.5 0.5 N2.2_N2.13 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.12952 0.15066 12.952 15.066 N 0.5 0.5 N2.2_N2.14 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13556 0.14888 13.556 14.888 N 0.5 0.5 N2.2_N2.15 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.1248 0.16065 12.48 16.065 N 0.5 0.5 N2.2_N2.16 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13497 0.1557 13.497 15.57 N 0.5 0.5 N2.2_N2.17 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.14315 0.16501 14.315 16.501 N 0.5 0.5 N2.2_N2.18 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.1266 0.15623 12.66 15.623 N 0.5 0.5 N2.2_N2.19 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13521 0.16622 13.521 16.622 N 0.5 0.5 N2.2_N2.2 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.14091 0.1601 14.091 16.01 N 0.5 0.5 N2.2_N2.20 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.1314 0.15399 13.14 15.399 N 0.5 0.5 N2.2_N2.21 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13359 0.14956 13.359 14.956 N 0.5 0.5 N2.2_N2.22 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13064 0.15364 13.064 15.364 N 0.5 0.5 N2.2_N2.23 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13 0.15992 13 15.992 N 0.5 0.5 N2.2_N2.24 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.14808 0.16338 14.808 16.338 N 0.5 0.5 N2.2_N2.25 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13188 0.15303 13.188 15.303 N 0.5 0.5 N2.2_N2.26 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.09588 0.142 9.588 14.2 N 0.5 0.5 N2.2_N2.27 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13718 0.16892 13.718 16.892 N 0.5 0.5 N2.2_N2.28 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13467 0.16056 13.467 16.056 N 0.5 0.5 N2.2_N2.29 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.10676 0.15008 10.676 15.008 N 0.5 0.5 N2.2_N2.3 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.15123 0.16625 15.123 16.625 N 0.5 0.5 N2.2_N2.30 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13475 0.15589 13.475 15.589 N 0.5 0.5 N2.2_N2.31 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13684 0.15947 13.684 15.947 N 0.5 0.5 N2.2_N2.32 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.14053 0.15884 14.053 15.884 N 0.5 0.5 N2.2_N2.33 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13951 0.15905 13.951 15.905 N 0.5 0.5 N2.2_N2.34 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.12324 0.14798 12.324 14.798 N 0.5 0.5 N2.2_N2.35 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13639 0.16687 13.639 16.687 N 0.5 0.5 N2.2_N2.4 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13462 0.16325 13.462 16.325 N 0.5 0.5 N2.2_N2.5 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.14486 0.16704 14.486 16.704 N 0.5 0.5 N2.2_N2.6 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13499 0.15977 13.499 15.977 N 0.5 0.5 N2.2_N2.7 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.1331 0.1632 13.31 16.32 N 0.5 0.5 N2.2_N2.8 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.10903 0.15205 10.903 15.205 N 0.5 0.5 N2.2_N2.9 N2.2_N2 1 dam_N2 sire_N2 N2N2
0.13199 0.153 13.199 15.3 U 0.5 0.5 N2.2_U1.1 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11735 0.14612 11.735 14.612 U 0.5 0.5 N2.2_U1.10 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11064 0.14093 11.064 14.093 U 0.5 0.5 N2.2_U1.11 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12107 0.14502 12.107 14.502 U 0.5 0.5 N2.2_U1.12 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11291 0.1459 11.291 14.59 U 0.5 0.5 N2.2_U1.13 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10012 0.12889 10.012 12.889 U 0.5 0.5 N2.2_U1.14 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10558 0.13631 10.558 13.631 U 0.5 0.5 N2.2_U1.15 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12878 0.14755 12.878 14.755 U 0.5 0.5 N2.2_U1.16 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10489 0.14734 10.489 14.734 U 0.5 0.5 N2.2_U1.17 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10169 0.13203 10.169 13.203 U 0.5 0.5 N2.2_U1.18 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11732 0.14976 11.732 14.976 U 0.5 0.5 N2.2_U1.19 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11886 0.13847 11.886 13.847 U 0.5 0.5 N2.2_U1.2 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.13195 0.15771 13.195 15.771 U 0.5 0.5 N2.2_U1.20 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12791 0.14482 12.791 14.482 U 0.5 0.5 N2.2_U1.21 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12226 0.14878 12.226 14.878 U 0.5 0.5 N2.2_U1.22 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12636 0.14758 12.636 14.758 U 0.5 0.5 N2.2_U1.23 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.0993 0.13268 9.93 13.268 U 0.5 0.5 N2.2_U1.24 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.13548 0.14877 13.548 14.877 U 0.5 0.5 N2.2_U1.25 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11156 0.13196 11.156 13.196 U 0.5 0.5 N2.2_U1.26 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.09839 0.12023 9.839 12.023 U -0.5 -0.5 N2.2_U1.27 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.09541 0.1299 9.541 12.99 U -0.5 -0.5 N2.2_U1.28 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.09954 0.1287 9.954 12.87 U -0.5 -0.5 N2.2_U1.29 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11825 0.13778 11.825 13.778 U 0.5 0.5 N2.2_U1.3 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12878 0.14178 12.878 14.178 U -0.5 -0.5 N2.2_U1.30 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.09918 0.14485 9.918 14.485 U -0.5 -0.5 N2.2_U1.31 N2.2_U1 1 dam_N2 sire_N2 N2N2
NA 0.13806 NA 13.806 U 0 -0.5 N2.2_U1.32 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11902 0.14081 11.902 14.081 U -0.5 -0.5 N2.2_U1.33 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12526 0.13823 12.526 13.823 U -0.5 -0.5 N2.2_U1.34 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10681 0.13271 10.681 13.271 U -0.5 -0.5 N2.2_U1.35 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.09477 0.12839 9.477 12.839 U -0.5 -0.5 N2.2_U1.36 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11613 0.1357 11.613 13.57 U 0.5 0.5 N2.2_U1.4 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10982 0.13845 10.982 13.845 U 0.5 0.5 N2.2_U1.5 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10808 0.13403 10.808 13.403 U 0.5 0.5 N2.2_U1.6 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11916 0.14781 11.916 14.781 U 0.5 0.5 N2.2_U1.7 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.12284 0.14045 12.284 14.045 U 0.5 0.5 N2.2_U1.8 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.11448 0.14175 11.448 14.175 U 0.5 0.5 N2.2_U1.9 N2.2_U1 1 dam_N2 sire_N2 N2N2
0.10296 0.13549 10.296 13.549 U -0.5 -0.5 N2.2_U2.1 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12397 0.14506 12.397 14.506 U -0.5 -0.5 N2.2_U2.10 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.10575 0.13839 10.575 13.839 U -0.5 -0.5 N2.2_U2.11 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.07882 0.13987 7.882 13.987 U -0.5 -0.5 N2.2_U2.12 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.10188 0.14318 10.188 14.318 U -0.5 -0.5 N2.2_U2.13 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11323 0.14634 11.323 14.634 U -0.5 -0.5 N2.2_U2.14 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1069 0.14702 10.69 14.702 U -0.5 -0.5 N2.2_U2.15 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.07583 0.13463 7.583 13.463 U -0.5 -0.5 N2.2_U2.16 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.13211 0.14603 13.211 14.603 U -0.5 -0.5 N2.2_U2.17 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1112 0.13111 11.12 13.111 U -0.5 -0.5 N2.2_U2.18 N2.2_U2 1 dam_N2 sire_N2 N2N2
NA 0.14119 NA 14.119 U 0 -0.5 N2.2_U2.19 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.10022 0.12789 10.022 12.789 U -0.5 -0.5 N2.2_U2.2 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.08788 0.12618 8.788 12.618 U -0.5 -0.5 N2.2_U2.20 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12095 0.13606 12.095 13.606 U -0.5 -0.5 N2.2_U2.22 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11373 0.13853 11.373 13.853 U -0.5 -0.5 N2.2_U2.23 N2.2_U2 1 dam_N2 sire_N2 N2N2
NA 0.143 NA 14.3 U 0 -0.5 N2.2_U2.24 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1208 0.13166 12.08 13.166 U -0.5 -0.5 N2.2_U2.25 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12024 0.14169 12.024 14.169 U -0.5 -0.5 N2.2_U2.26 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.09956 0.13534 9.956 13.534 U -0.5 -0.5 N2.2_U2.27 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1287 0.14238 12.87 14.238 U -0.5 -0.5 N2.2_U2.28 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1198 0.14123 11.98 14.123 U -0.5 -0.5 N2.2_U2.29 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.10679 0.13675 10.679 13.675 U -0.5 -0.5 N2.2_U2.3 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11051 0.13869 11.051 13.869 U -0.5 -0.5 N2.2_U2.30 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12304 0.14037 12.304 14.037 U -0.5 -0.5 N2.2_U2.31 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12172 0.14802 12.172 14.802 U -0.5 -0.5 N2.2_U2.32 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12342 0.14423 12.342 14.423 U -0.5 -0.5 N2.2_U2.33 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.122 0.14705 12.2 14.705 U -0.5 -0.5 N2.2_U2.34 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.12485 0.14539 12.485 14.539 U 0.5 0.5 N2.2_U2.35 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11787 0.1423 11.787 14.23 U 0.5 0.5 N2.2_U2.36 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1121 0.14294 11.21 14.294 U 0.5 0.5 N2.2_U2.37 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1254 0.15534 12.54 15.534 U 0.5 0.5 N2.2_U2.38 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11202 0.14707 11.202 14.707 U 0.5 0.5 N2.2_U2.39 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.10114 0.135 10.114 13.5 U -0.5 -0.5 N2.2_U2.4 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.09475 0.13184 9.475 13.184 U -0.5 -0.5 N2.2_U2.5 N2.2_U2 1 dam_N2 sire_N2 N2N2
NA 0.12637 NA 12.637 U 0 -0.5 N2.2_U2.6 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11481 0.13026 11.481 13.026 U -0.5 -0.5 N2.2_U2.7 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11327 0.13783 11.327 13.783 U -0.5 -0.5 N2.2_U2.8 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.1211 0.14156 12.11 14.156 U -0.5 -0.5 N2.2_U2.9 N2.2_U2 1 dam_N2 sire_N2 N2N2
0.11084 0.15348 11.084 15.348 N 0.5 0.5 N3.3_N1.1 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13116 0.17229 13.116 17.229 N 0.5 0.5 N3.3_N1.10 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11875 0.14854 11.875 14.854 N 0.5 0.5 N3.3_N1.11 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.1253 0.14903 12.53 14.903 N 0.5 0.5 N3.3_N1.12 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11451 0.1458 11.451 14.58 N 0.5 0.5 N3.3_N1.13 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12628 0.16192 12.628 16.192 N 0.5 0.5 N3.3_N1.14 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12324 0.16058 12.324 16.058 N 0.5 0.5 N3.3_N1.15 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.1418 0.16455 14.18 16.455 N 0.5 0.5 N3.3_N1.16 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.10689 0.15207 10.689 15.207 N 0.5 0.5 N3.3_N1.17 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12384 0.16285 12.384 16.285 N 0.5 0.5 N3.3_N1.18 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.1208 0.16627 12.08 16.627 N 0.5 0.5 N3.3_N1.19 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.10885 0.13999 10.885 13.999 N 0.5 0.5 N3.3_N1.2 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13095 0.162 13.095 16.2 N 0.5 0.5 N3.3_N1.20 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12251 0.15831 12.251 15.831 N 0.5 0.5 N3.3_N1.21 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12092 0.16365 12.092 16.365 N 0.5 0.5 N3.3_N1.22 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12926 0.1555 12.926 15.55 N 0.5 0.5 N3.3_N1.23 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13475 0.17258 13.475 17.258 N 0.5 0.5 N3.3_N1.24 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11918 0.16084 11.918 16.084 N 0.5 0.5 N3.3_N1.25 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12819 0.17111 12.819 17.111 N 0.5 0.5 N3.3_N1.26 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.14091 0.16701 14.091 16.701 N 0.5 0.5 N3.3_N1.27 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.14068 0.17084 14.068 17.084 N 0.5 0.5 N3.3_N1.28 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12711 0.1722 12.711 17.22 N 0.5 0.5 N3.3_N1.29 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12304 0.1635 12.304 16.35 N 0.5 0.5 N3.3_N1.3 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12526 0.16995 12.526 16.995 N 0.5 0.5 N3.3_N1.30 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12351 0.15155 12.351 15.155 N 0.5 0.5 N3.3_N1.31 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13355 0.16184 13.355 16.184 N 0.5 0.5 N3.3_N1.32 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12812 0.14825 12.812 14.825 N 0.5 0.5 N3.3_N1.33 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11385 0.15086 11.385 15.086 N 0.5 0.5 N3.3_N1.34 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13065 0.16181 13.065 16.181 N 0.5 0.5 N3.3_N1.35 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11663 0.14988 11.663 14.988 N 0.5 0.5 N3.3_N1.36 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13929 0.16828 13.929 16.828 N 0.5 0.5 N3.3_N1.37 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.10109 0.15135 10.109 15.135 N 0.5 0.5 N3.3_N1.38 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11107 0.1573 11.107 15.73 N 0.5 0.5 N3.3_N1.39 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12274 0.16421 12.274 16.421 N 0.5 0.5 N3.3_N1.4 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12528 0.16104 12.528 16.104 N 0.5 0.5 N3.3_N1.5 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.10575 0.14941 10.575 14.941 N 0.5 0.5 N3.3_N1.6 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11009 0.13831 11.009 13.831 N 0.5 0.5 N3.3_N1.7 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.12868 0.15169 12.868 15.169 N 0.5 0.5 N3.3_N1.8 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.11694 0.16715 11.694 16.715 N 0.5 0.5 N3.3_N1.9 N3.3_N1 2 dam_N3 sire_N3 N3N3
0.13729 0.16671 13.729 16.671 N 0.5 0.5 N3.3_N2.1 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.1168 0.15373 11.68 15.373 N 0.5 0.5 N3.3_N2.10 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12549 0.15832 12.549 15.832 N 0.5 0.5 N3.3_N2.11 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.13805 0.16483 13.805 16.483 N 0.5 0.5 N3.3_N2.12 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12657 0.16352 12.657 16.352 N 0.5 0.5 N3.3_N2.13 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12136 0.15901 12.136 15.901 N 0.5 0.5 N3.3_N2.14 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.09294 0.13964 9.294 13.964 N 0.5 0.5 N3.3_N2.15 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11719 0.1572 11.719 15.72 N 0.5 0.5 N3.3_N2.16 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12135 0.15372 12.135 15.372 N 0.5 0.5 N3.3_N2.17 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.1225 0.14476 12.25 14.476 N 0.5 0.5 N3.3_N2.18 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12006 0.15679 12.006 15.679 N 0.5 0.5 N3.3_N2.19 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.10594 0.14933 10.594 14.933 N 0.5 0.5 N3.3_N2.2 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.13719 0.15792 13.719 15.792 N 0.5 0.5 N3.3_N2.20 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12579 0.16218 12.579 16.218 N 0.5 0.5 N3.3_N2.21 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12735 0.16308 12.735 16.308 N 0.5 0.5 N3.3_N2.22 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12905 0.16723 12.905 16.723 N 0.5 0.5 N3.3_N2.23 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.1325 0.16135 13.25 16.135 N 0.5 0.5 N3.3_N2.24 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12832 0.16189 12.832 16.189 N 0.5 0.5 N3.3_N2.25 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.1356 0.17012 13.56 17.012 N 0.5 0.5 N3.3_N2.26 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12838 0.16624 12.838 16.624 N 0.5 0.5 N3.3_N2.27 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11899 0.15509 11.899 15.509 N 0.5 0.5 N3.3_N2.28 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12178 0.16331 12.178 16.331 N 0.5 0.5 N3.3_N2.29 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.1122 0.15486 11.22 15.486 N 0.5 0.5 N3.3_N2.3 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.10548 0.14541 10.548 14.541 N 0.5 0.5 N3.3_N2.30 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.13994 0.16815 13.994 16.815 N 0.5 0.5 N3.3_N2.31 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.14004 0.15577 14.004 15.577 N 0.5 0.5 N3.3_N2.32 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12939 0.16621 12.939 16.621 N 0.5 0.5 N3.3_N2.33 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11898 0.15921 11.898 15.921 N 0.5 0.5 N3.3_N2.34 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11057 0.15782 11.057 15.782 N 0.5 0.5 N3.3_N2.35 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12855 0.16584 12.855 16.584 N 0.5 0.5 N3.3_N2.4 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11671 0.1569 11.671 15.69 N 0.5 0.5 N3.3_N2.5 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11843 0.15464 11.843 15.464 N 0.5 0.5 N3.3_N2.6 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11951 0.15131 11.951 15.131 N 0.5 0.5 N3.3_N2.7 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.11521 0.15612 11.521 15.612 N 0.5 0.5 N3.3_N2.8 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.12488 0.16303 12.488 16.303 N 0.5 0.5 N3.3_N2.9 N3.3_N2 2 dam_N3 sire_N3 N3N3
0.10142 0.1446 10.142 14.46 U 0.5 0.5 N3.3_U1.1 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.06144 0.13682 6.144 13.682 U 0.5 0.5 N3.3_U1.10 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.0831 0.12425 8.31 12.425 U 0.5 0.5 N3.3_U1.11 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.08163 0.11155 8.163 11.155 U 0.5 0.5 N3.3_U1.12 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.0763 0.13863 7.63 13.863 U 0.5 0.5 N3.3_U1.13 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.09728 0.14056 9.728 14.056 U 0.5 0.5 N3.3_U1.14 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.10554 0.13995 10.554 13.995 U 0.5 0.5 N3.3_U1.15 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.0848 0.13774 8.48 13.774 U 0.5 0.5 N3.3_U1.16 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.1009 0.13724 10.09 13.724 U 0.5 0.5 N3.3_U1.17 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.1042 0.14259 10.42 14.259 U 0.5 0.5 N3.3_U1.18 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.09169 0.12675 9.169 12.675 U 0.5 0.5 N3.3_U1.19 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.08622 0.13837 8.622 13.837 U 0.5 0.5 N3.3_U1.2 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.08546 0.13743 8.546 13.743 U 0.5 0.5 N3.3_U1.20 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.093 0.14367 9.3 14.367 U 0.5 0.5 N3.3_U1.21 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.10137 0.13703 10.137 13.703 U 0.5 0.5 N3.3_U1.22 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.0944 0.14056 9.44 14.056 U 0.5 0.5 N3.3_U1.23 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.08973 0.14692 8.973 14.692 U 0.5 0.5 N3.3_U1.24 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.10019 0.15042 10.019 15.042 U 0.5 0.5 N3.3_U1.25 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.08172 0.13925 8.172 13.925 U 0.5 0.5 N3.3_U1.26 N3.3_U1 2 dam_N3 sire_N3 N3N3
0.0798 0.12414 7.98 12.414 U 0.5 0.5 N3.3_U1.27 N3.3_U1 2 dam_N3 sire_N3 N3N3
