Length.spi Length.bod scLength.spi scLength.bod treat_dev measurer.spi measurer.bod animal cultureFac blockFac Dam Sire cross
0.10677 0.143 10.677 14.3 N -0.5 -0.5 U2.1_N1.3 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.14129 0.14971 14.129 14.971 N -0.5 -0.5 U2.1_N1.30 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.13756 0.15024 13.756 15.024 N -0.5 -0.5 U2.1_N1.31 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.128 0.1469 12.8 14.69 N -0.5 -0.5 U2.1_N1.32 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.13442 0.14643 13.442 14.643 N -0.5 -0.5 U2.1_N1.33 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.13361 0.15183 13.361 15.183 N -0.5 -0.5 U2.1_N1.34 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.1406 0.15571 14.06 15.571 N -0.5 -0.5 U2.1_N1.35 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.13307 0.14074 13.307 14.074 N -0.5 -0.5 U2.1_N1.36 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.11819 0.14846 11.819 14.846 N -0.5 -0.5 U2.1_N1.4 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.14258 0.15942 14.258 15.942 N -0.5 -0.5 U2.1_N1.5 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.11372 0.13285 11.372 13.285 N -0.5 -0.5 U2.1_N1.6 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.12446 0.13334 12.446 13.334 N -0.5 -0.5 U2.1_N1.7 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.12503 0.14919 12.503 14.919 N -0.5 -0.5 U2.1_N1.8 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.12154 0.14075 12.154 14.075 N -0.5 -0.5 U2.1_N1.9 U2.1_N1 6 dam_U2 sire_U1 U2U1
0.11805 0.13685 11.805 13.685 N -0.5 -0.5 U2.1_N2.1 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14338 0.16632 14.338 16.632 N -0.5 -0.5 U2.1_N2.10 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.15759 0.13426 15.759 13.426 N -0.5 -0.5 U2.1_N2.11 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13938 0.16379 13.938 16.379 N -0.5 -0.5 U2.1_N2.12 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.10893 0.12892 10.893 12.892 N -0.5 -0.5 U2.1_N2.13 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13913 0.15667 13.913 15.667 N -0.5 -0.5 U2.1_N2.14 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.12998 0.14013 12.998 14.013 N -0.5 -0.5 U2.1_N2.15 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13477 0.14719 13.477 14.719 N -0.5 -0.5 U2.1_N2.16 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14008 0.16333 14.008 16.333 N -0.5 -0.5 U2.1_N2.17 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14159 0.16321 14.159 16.321 N -0.5 -0.5 U2.1_N2.18 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13382 0.15547 13.382 15.547 N -0.5 -0.5 U2.1_N2.19 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.1369 0.16878 13.69 16.878 N -0.5 -0.5 U2.1_N2.2 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.1301 0.1618 13.01 16.18 N -0.5 -0.5 U2.1_N2.20 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13353 0.15871 13.353 15.871 N -0.5 -0.5 U2.1_N2.21 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.12473 0.14765 12.473 14.765 N -0.5 -0.5 U2.1_N2.22 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14262 0.1525 14.262 15.25 N -0.5 -0.5 U2.1_N2.23 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.11061 0.12371 11.061 12.371 N -0.5 -0.5 U2.1_N2.24 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13834 0.14888 13.834 14.888 N -0.5 -0.5 U2.1_N2.25 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13759 0.15904 13.759 15.904 N -0.5 -0.5 U2.1_N2.26 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.1352 0.14954 13.52 14.954 N -0.5 -0.5 U2.1_N2.27 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.12333 0.147 12.333 14.7 N -0.5 -0.5 U2.1_N2.28 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.12664 0.1342 12.664 13.42 N -0.5 -0.5 U2.1_N2.29 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13596 0.13123 13.596 13.123 N -0.5 -0.5 U2.1_N2.3 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13157 0.15592 13.157 15.592 N 0.5 0.5 U2.1_N2.30 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14347 0.16214 14.347 16.214 N 0.5 0.5 U2.1_N2.31 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14209 0.16704 14.209 16.704 N 0.5 0.5 U2.1_N2.32 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14437 0.16413 14.437 16.413 N 0.5 0.5 U2.1_N2.33 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.10812 0.14271 10.812 14.271 N 0.5 0.5 U2.1_N2.34 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.14181 0.14522 14.181 14.522 N 0.5 0.5 U2.1_N2.35 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.1174 0.13429 11.74 13.429 N -0.5 -0.5 U2.1_N2.4 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13977 0.15523 13.977 15.523 N -0.5 -0.5 U2.1_N2.5 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13325 0.16217 13.325 16.217 N -0.5 -0.5 U2.1_N2.6 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.12169 0.14162 12.169 14.162 N -0.5 -0.5 U2.1_N2.7 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13358 0.15826 13.358 15.826 N -0.5 -0.5 U2.1_N2.8 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.13722 0.15231 13.722 15.231 N -0.5 -0.5 U2.1_N2.9 U2.1_N2 6 dam_U2 sire_U1 U2U1
0.11325 0.15383 11.325 15.383 U 0.5 0.5 U2.1_U1.1 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10268 0.14091 10.268 14.091 U 0.5 0.5 U2.1_U1.10 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09185 0.13932 9.185 13.932 U 0.5 0.5 U2.1_U1.11 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09796 0.13053 9.796 13.053 U 0.5 0.5 U2.1_U1.12 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10178 0.13675 10.178 13.675 U 0.5 0.5 U2.1_U1.13 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10917 0.13902 10.917 13.902 U 0.5 0.5 U2.1_U1.14 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.07111 0.12574 7.111 12.574 U 0.5 0.5 U2.1_U1.15 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10071 0.13266 10.071 13.266 U 0.5 0.5 U2.1_U1.16 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10571 0.1359 10.571 13.59 U 0.5 0.5 U2.1_U1.17 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10876 0.14762 10.876 14.762 U 0.5 0.5 U2.1_U1.18 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.08678 0.13168 8.678 13.168 U 0.5 0.5 U2.1_U1.19 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.0664 0.13344 6.64 13.344 U 0.5 0.5 U2.1_U1.2 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10526 0.13233 10.526 13.233 U 0.5 0.5 U2.1_U1.20 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09583 0.13384 9.583 13.384 U 0.5 0.5 U2.1_U1.21 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10055 0.12997 10.055 12.997 U 0.5 0.5 U2.1_U1.22 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.08809 0.12459 8.809 12.459 U 0.5 0.5 U2.1_U1.23 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.07558 0.11987 7.558 11.987 U 0.5 0.5 U2.1_U1.24 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.0983 0.13486 9.83 13.486 U 0.5 0.5 U2.1_U1.25 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09678 0.13374 9.678 13.374 U 0.5 0.5 U2.1_U1.26 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.08466 0.11684 8.466 11.684 U 0.5 0.5 U2.1_U1.27 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.12275 0.14428 12.275 14.428 U 0.5 0.5 U2.1_U1.28 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.1074 0.13835 10.74 13.835 U 0.5 0.5 U2.1_U1.29 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09267 0.13701 9.267 13.701 U 0.5 0.5 U2.1_U1.3 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.11215 0.1422 11.215 14.22 U 0.5 0.5 U2.1_U1.30 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.11865 0.14549 11.865 14.549 U 0.5 0.5 U2.1_U1.31 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.0901 0.13003 9.01 13.003 U 0.5 0.5 U2.1_U1.32 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.11336 0.14066 11.336 14.066 U 0.5 0.5 U2.1_U1.33 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10778 0.13981 10.778 13.981 U 0.5 0.5 U2.1_U1.34 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.1095 0.13429 10.95 13.429 U 0.5 0.5 U2.1_U1.35 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09722 0.14028 9.722 14.028 U 0.5 0.5 U2.1_U1.4 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10519 0.13278 10.519 13.278 U 0.5 0.5 U2.1_U1.5 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.07929 0.12505 7.929 12.505 U 0.5 0.5 U2.1_U1.6 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10858 0.13518 10.858 13.518 U 0.5 0.5 U2.1_U1.7 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.10829 0.12495 10.829 12.495 U 0.5 0.5 U2.1_U1.8 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.08047 0.11807 8.047 11.807 U 0.5 0.5 U2.1_U1.9 U2.1_U1 6 dam_U2 sire_U1 U2U1
0.09308 0.13681 9.308 13.681 U 0.5 0.5 U2.1_U2.1 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10265 0.13383 10.265 13.383 U 0.5 0.5 U2.1_U2.10 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09014 0.12443 9.014 12.443 U 0.5 0.5 U2.1_U2.11 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11486 0.13435 11.486 13.435 U 0.5 0.5 U2.1_U2.12 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10209 0.13381 10.209 13.381 U 0.5 0.5 U2.1_U2.13 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09644 0.13392 9.644 13.392 U 0.5 0.5 U2.1_U2.14 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11443 0.1423 11.443 14.23 U 0.5 0.5 U2.1_U2.15 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08461 0.12586 8.461 12.586 U 0.5 0.5 U2.1_U2.16 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.05274 0.12635 5.274 12.635 U 0.5 0.5 U2.1_U2.17 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09646 0.13733 9.646 13.733 U 0.5 0.5 U2.1_U2.18 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09289 0.12569 9.289 12.569 U 0.5 0.5 U2.1_U2.19 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08871 0.14141 8.871 14.141 U 0.5 0.5 U2.1_U2.2 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09472 0.14033 9.472 14.033 U 0.5 0.5 U2.1_U2.20 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11566 0.14613 11.566 14.613 U 0.5 0.5 U2.1_U2.21 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09369 0.1363 9.369 13.63 U 0.5 0.5 U2.1_U2.22 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11621 0.14605 11.621 14.605 U 0.5 0.5 U2.1_U2.23 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08262 0.13297 8.262 13.297 U 0.5 0.5 U2.1_U2.24 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09603 0.12971 9.603 12.971 U 0.5 0.5 U2.1_U2.25 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09766 0.13561 9.766 13.561 U 0.5 0.5 U2.1_U2.26 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11463 0.13688 11.463 13.688 U 0.5 0.5 U2.1_U2.27 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09469 0.1328 9.469 13.28 U 0.5 0.5 U2.1_U2.28 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08223 0.13586 8.223 13.586 U 0.5 0.5 U2.1_U2.29 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08264 0.11696 8.264 11.696 U 0.5 0.5 U2.1_U2.3 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10359 0.14088 10.359 14.088 U 0.5 0.5 U2.1_U2.30 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10249 0.13676 10.249 13.676 U 0.5 0.5 U2.1_U2.31 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09597 0.13048 9.597 13.048 U 0.5 0.5 U2.1_U2.32 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11132 0.14196 11.132 14.196 U 0.5 0.5 U2.1_U2.33 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11318 0.143 11.318 14.3 U 0.5 0.5 U2.1_U2.34 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08724 0.12463 8.724 12.463 U 0.5 0.5 U2.1_U2.35 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10666 0.13693 10.666 13.693 U 0.5 0.5 U2.1_U2.4 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.11127 0.14866 11.127 14.866 U 0.5 0.5 U2.1_U2.5 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09845 0.1379 9.845 13.79 U 0.5 0.5 U2.1_U2.6 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.10555 0.13424 10.555 13.424 U 0.5 0.5 U2.1_U2.7 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.08719 0.1351 8.719 13.51 U 0.5 0.5 U2.1_U2.8 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.09458 0.12953 9.458 12.953 U 0.5 0.5 U2.1_U2.9 U2.1_U2 6 dam_U2 sire_U1 U2U1
0.14665 0.15925 14.665 15.925 N 0.5 0.5 U2.2_N1.1 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13825 0.17313 13.825 17.313 N 0.5 0.5 U2.2_N1.10 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.14951 0.15173 14.951 15.173 N 0.5 0.5 U2.2_N1.11 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13967 0.14924 13.967 14.924 N 0.5 0.5 U2.2_N1.12 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.1412 0.16472 14.12 16.472 N 0.5 0.5 U2.2_N1.13 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13301 0.16502 13.301 16.502 N 0.5 0.5 U2.2_N1.14 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.121 0.14307 12.1 14.307 N 0.5 0.5 U2.2_N1.15 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13397 0.16097 13.397 16.097 N 0.5 0.5 U2.2_N1.16 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12861 0.14725 12.861 14.725 N 0.5 0.5 U2.2_N1.17 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12784 0.16691 12.784 16.691 N 0.5 0.5 U2.2_N1.18 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13258 0.16737 13.258 16.737 N 0.5 0.5 U2.2_N1.19 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13488 0.15478 13.488 15.478 N 0.5 0.5 U2.2_N1.2 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12906 0.15138 12.906 15.138 N 0.5 0.5 U2.2_N1.20 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13157 0.1697 13.157 16.97 N 0.5 0.5 U2.2_N1.21 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.14268 0.16705 14.268 16.705 N 0.5 0.5 U2.2_N1.22 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.11483 0.14789 11.483 14.789 N 0.5 0.5 U2.2_N1.23 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.14047 0.16875 14.047 16.875 N 0.5 0.5 U2.2_N1.24 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13283 0.16318 13.283 16.318 N 0.5 0.5 U2.2_N1.25 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13427 0.16569 13.427 16.569 N 0.5 0.5 U2.2_N1.26 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.14763 0.16276 14.763 16.276 N 0.5 0.5 U2.2_N1.27 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12317 0.15694 12.317 15.694 N 0.5 0.5 U2.2_N1.28 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.133 0.15074 13.3 15.074 N 0.5 0.5 U2.2_N1.29 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13779 0.16134 13.779 16.134 N 0.5 0.5 U2.2_N1.3 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13939 0.17689 13.939 17.689 N 0.5 0.5 U2.2_N1.30 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13108 0.16053 13.108 16.053 N 0.5 0.5 U2.2_N1.31 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.1247 0.15303 12.47 15.303 N 0.5 0.5 U2.2_N1.32 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12938 0.1693 12.938 16.93 N 0.5 0.5 U2.2_N1.33 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12358 0.13847 12.358 13.847 N 0.5 0.5 U2.2_N1.34 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12666 0.16207 12.666 16.207 N 0.5 0.5 U2.2_N1.35 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13093 0.15886 13.093 15.886 N 0.5 0.5 U2.2_N1.4 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12794 0.158 12.794 15.8 N 0.5 0.5 U2.2_N1.5 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.14978 0.1581 14.978 15.81 N 0.5 0.5 U2.2_N1.6 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.1351 0.15512 13.51 15.512 N 0.5 0.5 U2.2_N1.7 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.13628 0.16012 13.628 16.012 N 0.5 0.5 U2.2_N1.8 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.10869 0.15415 10.869 15.415 N 0.5 0.5 U2.2_N1.9 U2.2_N1 6 dam_U2 sire_U2 U2U2
0.12089 0.15784 12.089 15.784 N 0.5 0.5 U2.2_N2.1 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13245 0.15118 13.245 15.118 N 0.5 0.5 U2.2_N2.10 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.10999 0.13713 10.999 13.713 N 0.5 0.5 U2.2_N2.11 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.12675 0.16073 12.675 16.073 N 0.5 0.5 U2.2_N2.12 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14131 0.17097 14.131 17.097 N 0.5 0.5 U2.2_N2.13 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14768 0.17333 14.768 17.333 N 0.5 0.5 U2.2_N2.14 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.1342 0.1694 13.42 16.94 N 0.5 0.5 U2.2_N2.15 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14286 0.15356 14.286 15.356 N 0.5 0.5 U2.2_N2.16 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.1474 0.16892 14.74 16.892 N 0.5 0.5 U2.2_N2.17 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13633 0.17139 13.633 17.139 N 0.5 0.5 U2.2_N2.18 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.15093 0.16093 15.093 16.093 N 0.5 0.5 U2.2_N2.19 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.10055 0.14212 10.055 14.212 N 0.5 0.5 U2.2_N2.2 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.12517 0.154 12.517 15.4 N 0.5 0.5 U2.2_N2.20 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13108 0.16135 13.108 16.135 N 0.5 0.5 U2.2_N2.21 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13154 0.16398 13.154 16.398 N 0.5 0.5 U2.2_N2.22 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13251 0.16217 13.251 16.217 N 0.5 0.5 U2.2_N2.23 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13219 0.16315 13.219 16.315 N 0.5 0.5 U2.2_N2.24 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13743 0.16234 13.743 16.234 N 0.5 0.5 U2.2_N2.25 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14998 0.17336 14.998 17.336 N 0.5 0.5 U2.2_N2.26 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13438 0.16363 13.438 16.363 N 0.5 0.5 U2.2_N2.27 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13701 0.17061 13.701 17.061 N 0.5 0.5 U2.2_N2.28 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13476 0.16152 13.476 16.152 N 0.5 0.5 U2.2_N2.29 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13008 0.15201 13.008 15.201 N 0.5 0.5 U2.2_N2.3 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13316 0.16092 13.316 16.092 N 0.5 0.5 U2.2_N2.30 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.1327 0.14634 13.27 14.634 N 0.5 0.5 U2.2_N2.31 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14615 0.17281 14.615 17.281 N 0.5 0.5 U2.2_N2.32 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.12469 0.15913 12.469 15.913 N 0.5 0.5 U2.2_N2.33 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14091 0.16151 14.091 16.151 N 0.5 0.5 U2.2_N2.34 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13502 0.16881 13.502 16.881 N 0.5 0.5 U2.2_N2.35 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.1266 0.15694 12.66 15.694 N 0.5 0.5 U2.2_N2.4 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13679 0.17299 13.679 17.299 N 0.5 0.5 U2.2_N2.5 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13809 0.16717 13.809 16.717 N 0.5 0.5 U2.2_N2.6 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.14842 0.1789 14.842 17.89 N 0.5 0.5 U2.2_N2.7 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13174 0.15094 13.174 15.094 N 0.5 0.5 U2.2_N2.8 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.13608 0.17808 13.608 17.808 N 0.5 0.5 U2.2_N2.9 U2.2_N2 6 dam_U2 sire_U2 U2U2
0.10243 0.12748 10.243 12.748 U 0.5 0.5 U2.2_U1.1 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.09147 0.13221 9.147 13.221 U 0.5 0.5 U2.2_U1.10 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11494 0.13678 11.494 13.678 U 0.5 0.5 U2.2_U1.11 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11649 0.14498 11.649 14.498 U 0.5 0.5 U2.2_U1.12 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11123 0.14475 11.123 14.475 U 0.5 0.5 U2.2_U1.13 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12614 0.14503 12.614 14.503 U 0.5 0.5 U2.2_U1.14 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12418 0.14106 12.418 14.106 U 0.5 0.5 U2.2_U1.15 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10445 0.13338 10.445 13.338 U 0.5 0.5 U2.2_U1.16 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10545 0.13055 10.545 13.055 U 0.5 0.5 U2.2_U1.17 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11896 0.14777 11.896 14.777 U 0.5 0.5 U2.2_U1.18 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10136 0.13748 10.136 13.748 U 0.5 0.5 U2.2_U1.19 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10934 0.14698 10.934 14.698 U 0.5 0.5 U2.2_U1.2 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12297 0.1457 12.297 14.57 U 0.5 0.5 U2.2_U1.20 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12263 0.14752 12.263 14.752 U 0.5 0.5 U2.2_U1.21 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10298 0.13827 10.298 13.827 U 0.5 0.5 U2.2_U1.22 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11248 0.13991 11.248 13.991 U 0.5 0.5 U2.2_U1.23 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10484 0.14242 10.484 14.242 U 0.5 0.5 U2.2_U1.24 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10596 0.14225 10.596 14.225 U 0.5 0.5 U2.2_U1.25 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11059 0.12994 11.059 12.994 U 0.5 0.5 U2.2_U1.26 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.11607 0.14169 11.607 14.169 U 0.5 0.5 U2.2_U1.27 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12003 0.14215 12.003 14.215 U 0.5 0.5 U2.2_U1.28 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.1138 0.14353 11.38 14.353 U 0.5 0.5 U2.2_U1.29 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.10896 0.14162 10.896 14.162 U 0.5 0.5 U2.2_U1.3 U2.2_U1 6 dam_U2 sire_U2 U2U2
0.12566 0.14431 12.566 14.431 U 0.5 0.5 U2.2_U1.30 U2.2_U1 6 dam_U2 sire_U2 U2U2
