Sample	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	141
N55_U1_RNA_S19_L001_R1	192723.0	241462.0	262882.0	303706.0	352627.0	415017.0	471360.0	537624.0	598266.0	663047.0	720453.0	768247.0	805716.0	846536.0	866356.0	879310.0	892481.0	875582.0	880986.0	859372.0	836348.0	813535.0	1157706.0	17267451.0
N55_U1_RNA_S19_L001_R2	163445.0	223638.0	237106.0	270961.0	309789.0	358166.0	410166.0	473524.0	534951.0	602033.0	656423.0	710622.0	762513.0	798898.0	825439.0	843910.0	865084.0	852651.0	866316.0	854728.0	832330.0	816193.0	1229667.0	16953665.0
N56_N2_RNA_S20_L001_R1	198943.0	262511.0	290363.0	341137.0	397085.0	466531.0	528727.0	605460.0	671691.0	743018.0	808157.0	864396.0	909226.0	954977.0	981596.0	999179.0	1013117.0	996675.0	1002680.0	977415.0	957497.0	928520.0	1298354.0	19225232.0
N56_N2_RNA_S20_L001_R2	180898.0	254481.0	271922.0	314191.0	358946.0	415218.0	471558.0	544711.0	612272.0	686445.0	748328.0	809842.0	867057.0	908641.0	939838.0	962364.0	982577.0	970267.0	983836.0	968246.0	948771.0	922712.0	1380899.0	18916337.0
N56_U2_RNA_S21_L001_R1	175404.0	222399.0	238075.0	275215.0	323805.0	382491.0	444999.0	512112.0	577718.0	649240.0	714981.0	773196.0	816752.0	866763.0	896947.0	922675.0	946093.0	930959.0	944342.0	927261.0	903668.0	887049.0	1335730.0	21346466.0
N56_U2_RNA_S21_L001_R2	138202.0	196187.0	214405.0	252350.0	296969.0	346649.0	404468.0	466635.0	533903.0	604669.0	666072.0	728763.0	783981.0	828779.0	864439.0	893910.0	923831.0	911500.0	935699.0	927639.0	907747.0	893517.0	1438761.0	20939547.0
N65_N1_RNA_S22_L001_R1	144539.0	190553.0	212804.0	248716.0	294349.0	350179.0	404431.0	468062.0	527390.0	590706.0	645832.0	696529.0	733477.0	776412.0	797333.0	818601.0	832838.0	824666.0	826276.0	811386.0	794016.0	771616.0	1157336.0	18800402.0
N65_N1_RNA_S22_L001_R2	137047.0	192058.0	210308.0	245246.0	283983.0	330099.0	380840.0	439738.0	498759.0	562113.0	614719.0	667413.0	712334.0	751742.0	775892.0	800798.0	820426.0	813866.0	823696.0	816274.0	802339.0	779700.0	1284075.0	18015397.0
N65_U2_RNA_S23_L001_R1	147681.0	200736.0	226262.0	273877.0	327000.0	394704.0	461789.0	537919.0	610193.0	684169.0	751393.0	812895.0	860158.0	910141.0	940402.0	961154.0	979351.0	969257.0	970946.0	954440.0	940393.0	910201.0	1276864.0	19606579.0
N65_U2_RNA_S23_L001_R2	123795.0	186466.0	215117.0	265843.0	317746.0	380481.0	445698.0	522599.0	596178.0	674271.0	740063.0	805245.0	860313.0	906042.0	937440.0	962790.0	983837.0	972135.0	980920.0	967757.0	954173.0	920882.0	1418169.0	18962875.0
N66_N2_RNA_S24_L001_R1	126166.0	165535.0	183192.0	215156.0	250154.0	295684.0	337066.0	386007.0	431259.0	477972.0	523460.0	562572.0	597122.0	630588.0	651325.0	666201.0	683335.0	677312.0	683696.0	674213.0	665388.0	647748.0	995928.0	16777819.0
N66_N2_RNA_S24_L001_R2	112106.0	158519.0	172814.0	201133.0	233378.0	271428.0	311111.0	360282.0	408354.0	457186.0	500745.0	543795.0	584762.0	617073.0	639515.0	658793.0	679579.0	673794.0	685632.0	681451.0	672361.0	655456.0	1103634.0	16337722.0
N66_U2_RNA_S25_L001_R1	169012.0	229274.0	257662.0	308148.0	361234.0	424985.0	484074.0	555027.0	616712.0	676209.0	732157.0	779873.0	810694.0	845741.0	859400.0	868368.0	873035.0	852946.0	847402.0	823366.0	799407.0	768239.0	1086561.0	16522181.0
N66_U2_RNA_S25_L001_R2	163554.0	229780.0	246789.0	288161.0	332296.0	385116.0	438943.0	505762.0	568111.0	630753.0	684133.0	735764.0	776349.0	807854.0	826473.0	838745.0	848748.0	832336.0	834161.0	815679.0	792591.0	764657.0	1158739.0	16203189.0
N77_N1_RNA_S26_L001_R1	167281.0	228378.0	260746.0	318377.0	381295.0	455680.0	533010.0	612158.0	693859.0	769594.0	841464.0	902181.0	945857.0	986854.0	1003121.0	1011830.0	1023536.0	1001345.0	995257.0	970051.0	942985.0	907288.0	1223921.0	17740373.0
N77_N1_RNA_S26_L001_R2	139664.0	210414.0	241895.0	299201.0	359433.0	427374.0	503594.0	584971.0	670442.0	748230.0	819003.0	882589.0	935324.0	972777.0	991140.0	1005195.0	1018891.0	997391.0	996443.0	975902.0	948977.0	913068.0	1336270.0	17307482.0
N77_U1_RNA_S27_L001_R1	190329.0	242162.0	263662.0	305254.0	354252.0	416728.0	469430.0	534934.0	592210.0	652837.0	708938.0	752026.0	783697.0	822256.0	835307.0	845936.0	855625.0	837421.0	844365.0	824493.0	800789.0	779201.0	1159844.0	18465093.0
N77_U1_RNA_S27_L001_R2	168688.0	233373.0	245054.0	278561.0	316890.0	364787.0	414498.0	478094.0	536124.0	601005.0	651737.0	703359.0	749744.0	783832.0	802703.0	818954.0	835164.0	820491.0	837106.0	827509.0	805118.0	787434.0	1251094.0	17900538.0
N78_N2_RNA_S28_L001_R1	208126.0	272651.0	309351.0	365907.0	434802.0	513805.0	592680.0	677985.0	760647.0	841593.0	917063.0	979283.0	1024793.0	1076010.0	1093011.0	1109032.0	1120721.0	1096549.0	1095288.0	1062072.0	1033867.0	995592.0	1357656.0	19449544.0
N78_N2_RNA_S28_L001_R2	176132.0	250537.0	280036.0	330720.0	390211.0	457563.0	531923.0	614666.0	698661.0	782404.0	854532.0	924083.0	984474.0	1031072.0	1055644.0	1076795.0	1095894.0	1075857.0	1085399.0	1063203.0	1033163.0	999644.0	1446879.0	19214206.0
N78_U2_RNA_S29_L001_R1	213408.0	281968.0	318404.0	382009.0	451370.0	536871.0	622444.0	710512.0	795718.0	885636.0	968232.0	1038804.0	1090674.0	1143644.0	1166716.0	1190491.0	1205375.0	1188010.0	1186139.0	1161040.0	1127928.0	1090822.0	1517836.0	22784623.0
N78_U2_RNA_S29_L001_R2	178528.0	259343.0	290980.0	351988.0	414212.0	488945.0	571758.0	662016.0	752470.0	847506.0	926135.0	1003054.0	1068126.0	1116699.0	1145100.0	1174494.0	1195705.0	1180911.0	1188880.0	1171881.0	1134738.0	1099011.0	1646197.0	22279365.0
N87_N1_RNA_S30_L001_R1	173263.0	231423.0	257916.0	308691.0	362711.0	434030.0	498836.0	571903.0	645273.0	713758.0	777726.0	830452.0	873084.0	912106.0	935116.0	950482.0	961833.0	942797.0	944543.0	924492.0	898632.0	873360.0	1250780.0	19374090.0
N87_N1_RNA_S30_L001_R2	153889.0	225105.0	251147.0	300694.0	351387.0	413902.0	477787.0	550150.0	623244.0	693918.0	753870.0	812104.0	862999.0	898467.0	924730.0	944320.0	957848.0	940484.0	947240.0	935263.0	909438.0	884413.0	1369357.0	18601893.0
N87_U1_RNA_S31_L001_R1	172186.0	228283.0	256346.0	305828.0	362759.0	429162.0	489919.0	563679.0	631700.0	697381.0	756833.0	808364.0	840227.0	874218.0	888542.0	902262.0	907364.0	882529.0	881014.0	859542.0	829176.0	804630.0	1128356.0	16978134.0
N87_U1_RNA_S31_L001_R2	166912.0	233586.0	252980.0	295177.0	342740.0	395837.0	453397.0	521377.0	585047.0	652944.0	705183.0	761469.0	802660.0	833928.0	853306.0	869753.0	880942.0	858852.0	865147.0	854907.0	826513.0	802794.0	1210262.0	16304113.0
N88_N1_RNA_S32_L001_R1	180971.0	244224.0	276230.0	330620.0	390018.0	461875.0	528142.0	605881.0	679779.0	751592.0	813562.0	870274.0	907062.0	947529.0	965897.0	980191.0	988208.0	962589.0	960736.0	937097.0	909064.0	876239.0	1206846.0	17892546.0
N88_N1_RNA_S32_L001_R2	145514.0	219242.0	253975.0	307834.0	365152.0	428032.0	495903.0	574138.0	646060.0	720997.0	780183.0	843599.0	891030.0	928332.0	950575.0	970578.0	982553.0	956991.0	963018.0	944597.0	917067.0	882267.0	1312885.0	17481770.0
N88_U1_RNA_S33_L001_R1	163110.0	216906.0	243185.0	293408.0	346602.0	416079.0	480197.0	554058.0	627847.0	694362.0	756107.0	806147.0	840401.0	872983.0	888691.0	893588.0	900538.0	876399.0	870827.0	849273.0	823020.0	793580.0	1101854.0	16608843.0
N88_U1_RNA_S33_L001_R2	130315.0	194296.0	221027.0	271261.0	322783.0	387441.0	452685.0	527817.0	600861.0	671381.0	730367.0	786596.0	832485.0	860968.0	879905.0	888960.0	899093.0	875113.0	874820.0	858995.0	830923.0	801352.0	1199895.0	16224815.0
N910_N2_RNA_S34_L001_R1	188086.0	266439.0	313758.0	385205.0	463127.0	555798.0	650263.0	747237.0	842095.0	931101.0	1011237.0	1081521.0	1128174.0	1181057.0	1199999.0	1217920.0	1226344.0	1204123.0	1195562.0	1166309.0	1134119.0	1097726.0	1522527.0	23142836.0
N910_N2_RNA_S34_L001_R2	149770.0	235967.0	286930.0	362618.0	442401.0	530238.0	625010.0	724789.0	823375.0	917873.0	996144.0	1071882.0	1127133.0	1176835.0	1198993.0	1221937.0	1233677.0	1211081.0	1208583.0	1185756.0	1152454.0	1113034.0	1689834.0	22623796.0
N910_U2_RNA_S35_L001_R1	158396.0	217813.0	248828.0	299969.0	356815.0	426653.0	499538.0	579497.0	659512.0	739555.0	817258.0	892535.0	949086.0	1009313.0	1051477.0	1082795.0	1105655.0	1101229.0	1107793.0	1090768.0	1071309.0	1040491.0	1429512.0	21141192.0
N910_U2_RNA_S35_L001_R2	120722.0	186740.0	220286.0	275582.0	332750.0	399526.0	470871.0	554158.0	636494.0	720943.0	797939.0	878390.0	943033.0	1000464.0	1045627.0	1082138.0	1108497.0	1103829.0	1118233.0	1105290.0	1085809.0	1052300.0	1572880.0	20815443.0
N99_N1_RNA_S36_L001_R1	155516.0	213784.0	240170.0	287700.0	339194.0	404300.0	467453.0	541511.0	611781.0	685968.0	759735.0	828000.0	883678.0	943463.0	985032.0	1017753.0	1045580.0	1047704.0	1058157.0	1047047.0	1032903.0	1009593.0	1493963.0	24250086.0
N99_N1_RNA_S36_L001_R2	128626.0	194862.0	224410.0	273345.0	325528.0	385266.0	448467.0	523267.0	596074.0	674015.0	747311.0	819884.0	881753.0	940769.0	983406.0	1021515.0	1052201.0	1054928.0	1072326.0	1065453.0	1050722.0	1025668.0	1664655.0	23648020.0
N99_U1_RNA_S37_L001_R1	132266.0	183644.0	210783.0	252331.0	301290.0	358021.0	418055.0	482533.0	547239.0	609513.0	669925.0	724177.0	765850.0	808691.0	835303.0	854599.0	874417.0	864965.0	867348.0	854928.0	837922.0	814562.0	1196593.0	19425917.0
N99_U1_RNA_S37_L001_R2	116782.0	174340.0	203282.0	247567.0	296028.0	348266.0	407081.0	471197.0	536452.0	600998.0	660461.0	717963.0	764994.0	806661.0	834876.0	858545.0	879977.0	869842.0	878871.0	869543.0	856514.0	830292.0	1344533.0	18701749.0
U1010_N1_RNA_S80_L001_R1	161604.0	213662.0	236679.0	284381.0	334338.0	399622.0	461095.0	532012.0	600950.0	670971.0	736203.0	795057.0	843371.0	888501.0	918238.0	944346.0	964241.0	950895.0	955991.0	938631.0	918934.0	891853.0	1230809.0	18469257.0
U1010_N1_RNA_S80_L001_R2	143663.0	207423.0	229310.0	272650.0	318637.0	374903.0	434197.0	504135.0	575383.0	647029.0	710186.0	773487.0	830447.0	873378.0	904004.0	936590.0	960055.0	944658.0	957897.0	946435.0	927514.0	898836.0	1367313.0	17785087.0
U1010_U1_RNA_S81_L001_R1	147424.0	199220.0	225836.0	272205.0	324797.0	389806.0	455142.0	527412.0	595763.0	663435.0	727497.0	782218.0	821792.0	864633.0	888518.0	909428.0	924459.0	906834.0	912451.0	893802.0	875342.0	849848.0	1243018.0	19932828.0
U1010_U1_RNA_S81_L001_R2	120498.0	182314.0	211392.0	262443.0	314875.0	374863.0	439942.0	513553.0	584947.0	655437.0	719327.0	777830.0	825643.0	865668.0	891828.0	915622.0	934596.0	916313.0	926616.0	913198.0	895097.0	868877.0	1397329.0	19240433.0
U109_N2_RNA_S78_L001_R1	195444.0	260610.0	295307.0	354201.0	417918.0	497936.0	579458.0	668781.0	757289.0	843413.0	925998.0	1000567.0	1057030.0	1118110.0	1157080.0	1187341.0	1212622.0	1194851.0	1204940.0	1184293.0	1158029.0	1128918.0	1562082.0	23424828.0
U109_N2_RNA_S78_L001_R2	149525.0	225394.0	264878.0	326815.0	390534.0	465131.0	546696.0	636915.0	728838.0	818911.0	901456.0	981535.0	1049453.0	1108145.0	1149114.0	1184727.0	1215447.0	1196959.0	1215252.0	1200598.0	1173909.0	1144052.0	1730553.0	23002182.0
U109_U1_RNA_S79_L001_R1	224289.0	294709.0	331621.0	394745.0	469267.0	560102.0	653941.0	752923.0	853029.0	949196.0	1041364.0	1119374.0	1184451.0	1246958.0	1285891.0	1316330.0	1341106.0	1313791.0	1322737.0	1296674.0	1268084.0	1229713.0	1694507.0	25021355.0
U109_U1_RNA_S79_L001_R2	183994.0	270160.0	306598.0	370871.0	441153.0	522143.0	612860.0	712514.0	814934.0	913944.0	1003569.0	1086828.0	1165730.0	1222022.0	1264532.0	1300303.0	1329162.0	1302113.0	1320017.0	1302860.0	1270505.0	1242345.0	1840884.0	24456182.0
U11_N1_RNA_S42_L001_R1	167948.0	232623.0	268746.0	326642.0	390452.0	464806.0	539379.0	618770.0	692963.0	763463.0	824746.0	878536.0	915118.0	952656.0	965509.0	977883.0	984397.0	962096.0	957510.0	930590.0	904456.0	875083.0	1199002.0	17823263.0
U11_N1_RNA_S42_L001_R2	139781.0	214280.0	253762.0	315682.0	380246.0	449516.0	523458.0	602669.0	677693.0	752304.0	812033.0	869838.0	915345.0	947432.0	962191.0	979415.0	989045.0	964903.0	967962.0	944764.0	918607.0	887434.0	1328678.0	17184646.0
